,time,code,open,close,low,high,volume,money,factor,high_limit,low_limit,avg,pre_close,paused,open_interest
25,2021-07-23,002610.XSHE,2.3,2.3,2.3,2.3,0.0,0.0,1.0,2.53,2.07,2.3,2.3,0.0,
26,2021-07-23,600897.XSHG,16.32,16.32,16.32,16.32,0.0,0.0,1.0,17.95,14.69,16.32,16.32,0.0,
27,2021-07-23,002562.XSHE,3.83,3.83,3.83,3.83,0.0,0.0,1.0,4.21,3.45,3.83,3.83,0.0,
28,2021-07-23,600606.XSHG,4.78,4.78,4.78,4.78,0.0,0.0,1.0,5.26,4.3,4.78,4.78,0.0,
29,2021-07-23,600788.XSHG,,,,,,,,,,,,,
30,2021-07-23,300827.XSHE,61.01,61.01,61.01,61.01,0.0,0.0,1.0,67.11,54.91,61.01,61.01,0.0,
31,2021-07-23,600890.XSHG,2.77,2.77,2.77,2.77,0.0,0.0,1.0,2.91,2.63,2.77,2.77,0.0,
32,2021-07-23,300843.XSHE,29.77,29.77,29.77,29.77,0.0,0.0,1.0,32.75,26.79,29.77,29.77,0.0,
33,2021-07-23,000591.XSHE,6.99,6.99,6.99,6.99,0.0,0.0,1.0,7.69,6.29,6.99,6.99,0.0,
34,2021-07-23,600682.XSHG,10.0,10.0,10.0,10.0,0.0,0.0,1.0,11.0,9.0,10.0,10.0,0.0,
35,2021-07-23,600379.XSHG,9.9,9.9,9.9,9.9,0.0,0.0,1.0,10.89,8.91,9.9,9.9,0.0,
36,2021-07-23,603912.XSHG,17.75,17.75,17.75,17.75,0.0,0.0,1.0,19.53,15.97,17.75,17.75,0.0,
37,2021-07-23,002606.XSHE,6.85,6.85,6.85,6.85,0.0,0.0,1.0,7.54,6.17,6.85,6.85,0.0,
38,2021-07-23,603536.XSHG,10.15,10.15,10.15,10.15,0.0,0.0,1.0,11.17,9.13,10.15,10.15,0.0,
39,2021-07-23,002375.XSHE,8.58,8.58,8.58,8.58,0.0,0.0,1.0,9.44,7.72,8.58,8.58,0.0,
40,2021-07-23,600094.XSHG,3.65,3.65,3.65,3.65,0.0,0.0,1.0,4.02,3.29,3.65,3.65,0.0,
41,2021-07-23,301009.XSHE,27.04,27.04,27.04,27.04,0.0,0.0,1.0,29.74,24.34,27.04,27.04,0.0,
42,2021-07-23,601155.XSHG,37.33,37.33,37.33,37.33,0.0,0.0,1.0,41.06,33.6,37.33,37.33,0.0,
43,2021-07-23,002051.XSHE,6.64,6.64,6.64,6.64,0.0,0.0,1.0,7.3,5.98,6.64,6.64,0.0,
44,2021-07-23,603667.XSHG,12.84,12.84,12.84,12.84,0.0,0.0,1.0,14.12,11.56,12.84,12.84,0.0,
45,2021-07-23,002300.XSHE,5.66,5.66,5.66,5.66,0.0,0.0,1.0,6.23,5.09,5.66,5.66,0.0,
46,2021-07-23,300936.XSHE,44.75,44.75,44.75,44.75,0.0,0.0,1.0,49.23,40.27,44.75,44.75,0.0,
47,2021-07-23,605007.XSHG,18.37,18.37,18.37,18.37,0.0,0.0,1.0,20.21,16.53,18.37,18.37,0.0,
48,2021-07-23,603038.XSHG,14.46,14.46,14.46,14.46,0.0,0.0,1.0,15.91,13.01,14.46,14.46,0.0,
49,2021-07-23,603045.XSHG,12.54,12.54,12.54,12.54,0.0,0.0,1.0,13.79,11.29,12.54,12.54,0.0,
50,2021-07-23,600800.XSHG,4.5,4.5,4.5,4.5,0.0,0.0,1.0,4.95,4.05,4.5,4.5,0.0,
51,2021-07-23,002270.XSHE,4.89,4.89,4.89,4.89,0.0,0.0,1.0,5.38,4.4,4.89,4.89,0.0,
52,2021-07-23,002044.XSHE,8.55,8.55,8.55,8.55,0.0,0.0,1.0,9.41,7.7,8.55,8.55,0.0,
53,2021-07-23,002378.XSHE,11.1,11.1,11.1,11.1,0.0,0.0,1.0,12.21,9.99,11.1,11.1,0.0,
54,2021-07-23,002199.XSHE,8.51,8.51,8.51,8.51,0.0,0.0,1.0,9.36,7.66,8.51,8.51,0.0,
55,2021-07-23,688685.XSHG,29.52,29.52,29.52,29.52,0.0,0.0,1.0,35.42,23.62,29.52,29.52,0.0,
56,2021-07-23,300338.XSHE,5.6,5.6,5.6,5.6,0.0,0.0,1.0,6.16,5.04,5.6,5.6,0.0,
57,2021-07-23,002226.XSHE,5.4,5.4,5.4,5.4,0.0,0.0,1.0,5.94,4.86,5.4,5.4,0.0,
58,2021-07-23,601789.XSHG,3.58,3.58,3.58,3.58,0.0,0.0,1.0,3.94,3.22,3.58,3.58,0.0,
59,2021-07-23,000669.XSHE,2.06,2.06,2.06,2.06,0.0,0.0,1.0,2.16,1.96,2.06,2.06,0.0,
60,2021-07-23,600458.XSHG,8.75,8.75,8.75,8.75,0.0,0.0,1.0,9.63,7.88,8.75,8.75,0.0,
61,2021-07-23,000515.XSHE,,,,,,,,,,,,,
62,2021-07-23,002622.XSHE,5.53,5.53,5.53,5.53,0.0,0.0,1.0,6.08,4.98,5.53,5.53,0.0,
63,2021-07-23,688505.XSHG,16.37,16.37,16.37,16.37,0.0,0.0,1.0,19.64,13.1,16.37,16.37,0.0,
64,2021-07-23,300036.XSHE,25.38,25.38,25.38,25.38,0.0,0.0,1.0,27.92,22.84,25.38,25.38,0.0,
65,2021-07-23,603258.XSHG,25.06,25.06,25.06,25.06,0.0,0.0,1.0,27.57,22.55,25.06,25.06,0.0,
66,2021-07-23,300107.XSHE,5.87,5.87,5.87,5.87,0.0,0.0,1.0,6.46,5.28,5.87,5.87,0.0,
67,2021-07-23,300215.XSHE,8.48,8.48,8.48,8.48,0.0,0.0,1.0,9.33,7.63,8.48,8.48,0.0,
68,2021-07-23,603223.XSHG,33.38,33.38,33.38,33.38,0.0,0.0,1.0,36.72,30.04,33.38,33.38,0.0,
69,2021-07-23,300657.XSHE,19.2,19.2,19.2,19.2,0.0,0.0,1.0,21.12,17.28,19.2,19.2,0.0,
70,2021-07-23,002820.XSHE,10.15,10.15,10.15,10.15,0.0,0.0,1.0,11.17,9.13,10.15,10.15,0.0,
71,2021-07-23,688023.XSHG,338.0,338.0,338.0,338.0,0.0,0.0,1.0,405.6,270.4,338.0,338.0,0.0,
72,2021-07-23,600396.XSHG,2.25,2.25,2.25,2.25,0.0,0.0,1.0,2.48,2.02,2.25,2.25,0.0,
73,2021-07-23,300303.XSHE,8.15,8.15,8.15,8.15,0.0,0.0,1.0,8.97,7.34,8.15,8.15,0.0,
74,2021-07-23,600010.XSHG,2.61,2.61,2.61,2.61,0.0,0.0,1.0,2.87,2.35,2.61,2.61,0.0,
75,2021-07-23,600176.XSHG,16.19,16.19,16.19,16.19,0.0,0.0,1.0,17.81,14.57,16.19,16.19,0.0,
76,2021-07-23,603169.XSHG,4.69,4.69,4.69,4.69,0.0,0.0,1.0,5.16,4.22,4.69,4.69,0.0,
77,2021-07-23,300591.XSHE,7.15,7.15,7.15,7.15,0.0,0.0,1.0,7.87,6.44,7.15,7.15,0.0,
78,2021-07-23,000852.XSHE,4.66,4.66,4.66,4.66,0.0,0.0,1.0,5.13,4.19,4.66,4.66,0.0,
79,2021-07-23,000033.XSHE,,,,,,,,,,,,,
80,2021-07-23,002021.XSHE,2.11,2.11,2.11,2.11,0.0,0.0,1.0,2.22,2.0,2.11,2.11,0.0,
81,2021-07-23,688156.XSHG,19.28,19.28,19.28,19.28,0.0,0.0,1.0,23.14,15.42,19.28,19.28,0.0,
82,2021-07-23,002317.XSHE,9.46,9.46,9.46,9.46,0.0,0.0,1.0,10.41,8.51,9.46,9.46,0.0,
83,2021-07-23,600598.XSHG,14.63,14.63,14.63,14.63,0.0,0.0,1.0,16.09,13.17,14.63,14.63,0.0,
84,2021-07-23,002786.XSHE,6.9,6.9,6.9,6.9,0.0,0.0,1.0,7.59,6.21,6.9,6.9,0.0,
85,2021-07-23,600527.XSHG,2.4,2.4,2.4,2.4,0.0,0.0,1.0,2.64,2.16,2.4,2.4,0.0,
86,2021-07-23,300717.XSHE,16.5,16.5,16.5,16.5,0.0,0.0,1.0,18.15,14.85,16.5,16.5,0.0,
87,2021-07-23,300535.XSHE,14.65,14.65,14.65,14.65,0.0,0.0,1.0,16.12,13.19,14.65,14.65,0.0,
88,2021-07-23,603021.XSHG,4.91,4.91,4.91,4.91,0.0,0.0,1.0,5.4,4.42,4.91,4.91,0.0,
89,2021-07-23,002063.XSHE,7.27,7.27,7.27,7.27,0.0,0.0,1.0,8.0,6.54,7.27,7.27,0.0,
90,2021-07-23,603681.XSHG,27.34,27.34,27.34,27.34,0.0,0.0,1.0,30.07,24.61,27.34,27.34,0.0,
91,2021-07-23,600067.XSHG,3.69,3.69,3.69,3.69,0.0,0.0,1.0,4.06,3.32,3.69,3.69,0.0,
92,2021-07-23,601366.XSHG,6.29,6.29,6.29,6.29,0.0,0.0,1.0,6.92,5.66,6.29,6.29,0.0,
93,2021-07-23,600571.XSHG,7.18,7.18,7.18,7.18,0.0,0.0,1.0,7.9,6.46,7.18,7.18,0.0,
94,2021-07-23,300249.XSHE,7.59,7.59,7.59,7.59,0.0,0.0,1.0,8.35,6.83,7.59,7.59,0.0,
95,2021-07-23,000800.XSHE,10.85,10.85,10.85,10.85,0.0,0.0,1.0,11.94,9.77,10.85,10.85,0.0,
96,2021-07-23,600745.XSHG,91.31,91.31,91.31,91.31,0.0,0.0,1.0,100.44,82.18,91.31,91.31,0.0,
97,2021-07-23,000625.XSHE,19.41,19.41,19.41,19.41,0.0,0.0,1.0,21.35,17.47,19.41,19.41,0.0,
98,2021-07-23,300993.XSHE,24.23,24.23,24.23,24.23,0.0,0.0,1.0,26.65,21.81,24.23,24.23,0.0,
99,2021-07-23,002792.XSHE,17.5,17.5,17.5,17.5,0.0,0.0,1.0,19.25,15.75,17.5,17.5,0.0,
100,2021-07-23,300424.XSHE,16.99,16.99,16.99,16.99,0.0,0.0,1.0,18.69,15.29,16.99,16.99,0.0,
101,2021-07-23,600284.XSHG,6.6,6.6,6.6,6.6,0.0,0.0,1.0,7.26,5.94,6.6,6.6,0.0,
102,2021-07-23,600609.XSHG,5.07,5.07,5.07,5.07,0.0,0.0,1.0,5.58,4.56,5.07,5.07,0.0,
103,2021-07-23,600653.XSHG,1.87,1.87,1.87,1.87,0.0,0.0,1.0,2.06,1.68,1.87,1.87,0.0,
104,2021-07-23,002698.XSHE,12.41,12.41,12.41,12.41,0.0,0.0,1.0,13.65,11.17,12.41,12.41,0.0,
105,2021-07-23,002047.XSHE,3.34,3.34,3.34,3.34,0.0,0.0,1.0,3.67,3.01,3.34,3.34,0.0,
106,2021-07-23,002822.XSHE,5.59,5.59,5.59,5.59,0.0,0.0,1.0,6.15,5.03,5.59,5.59,0.0,
107,2021-07-23,601098.XSHG,8.63,8.63,8.63,8.63,0.0,0.0,1.0,9.49,7.77,8.63,8.63,0.0,
108,2021-07-23,603993.XSHG,6.91,6.91,6.91,6.91,0.0,0.0,1.0,7.6,6.22,6.91,6.91,0.0,
109,2021-07-23,300425.XSHE,4.8,4.8,4.8,4.8,0.0,0.0,1.0,5.28,4.32,4.8,4.8,0.0,
110,2021-07-23,603383.XSHG,26.71,26.71,26.71,26.71,0.0,0.0,1.0,29.38,24.04,26.71,26.71,0.0,
111,2021-07-23,000065.XSHE,7.91,7.91,7.91,7.91,0.0,0.0,1.0,8.7,7.12,7.91,7.91,0.0,
112,2021-07-23,600659.XSHG,,,,,,,,,,,,,
113,2021-07-23,300142.XSHE,76.4,76.4,76.4,76.4,0.0,0.0,1.0,84.04,68.76,76.4,76.4,0.0,
114,2021-07-23,300191.XSHE,20.91,20.91,20.91,20.91,0.0,0.0,1.0,23.0,18.82,20.91,20.91,0.0,
115,2021-07-23,002629.XSHE,2.5,2.5,2.5,2.5,0.0,0.0,1.0,2.63,2.38,2.5,2.5,0.0,
116,2021-07-23,603301.XSHG,41.14,41.14,41.14,41.14,0.0,0.0,1.0,45.25,37.03,41.14,41.14,0.0,
117,2021-07-23,603518.XSHG,16.8,16.8,16.8,16.8,0.0,0.0,1.0,18.48,15.12,16.8,16.8,0.0,
118,2021-07-23,003026.XSHE,87.45,87.45,87.45,87.45,0.0,0.0,1.0,96.2,78.7,87.45,87.45,0.0,
119,2021-07-23,002714.XSHE,50.73,50.73,50.73,50.73,0.0,0.0,1.0,55.8,45.66,50.73,50.73,0.0,
120,2021-07-23,002262.XSHE,14.59,14.59,14.59,14.59,0.0,0.0,1.0,16.05,13.13,14.59,14.59,0.0,
121,2021-07-23,600847.XSHG,10.23,10.23,10.23,10.23,0.0,0.0,1.0,11.25,9.21,10.23,10.23,0.0,
122,2021-07-23,600540.XSHG,5.03,5.03,5.03,5.03,0.0,0.0,1.0,5.53,4.53,5.03,5.03,0.0,
123,2021-07-23,002616.XSHE,7.0,7.0,7.0,7.0,0.0,0.0,1.0,7.7,6.3,7.0,7.0,0.0,
124,2021-07-23,688395.XSHG,29.41,29.41,29.41,29.41,0.0,0.0,1.0,35.29,23.53,29.41,29.41,0.0,
125,2021-07-23,603308.XSHG,24.13,24.13,24.13,24.13,0.0,0.0,1.0,26.54,21.72,24.13,24.13,0.0,
126,2021-07-23,000590.XSHE,9.14,9.14,9.14,9.14,0.0,0.0,1.0,10.05,8.23,9.14,9.14,0.0,
127,2021-07-23,002983.XSHE,24.21,24.21,24.21,24.21,0.0,0.0,1.0,26.63,21.79,24.21,24.21,0.0,
128,2021-07-23,002112.XSHE,7.17,7.17,7.17,7.17,0.0,0.0,1.0,7.89,6.45,7.17,7.17,0.0,
129,2021-07-23,300750.XSHE,557.08,557.08,557.08,557.08,0.0,0.0,1.0,612.79,501.37,557.08,557.08,0.0,
130,2021-07-23,600325.XSHG,6.2,6.2,6.2,6.2,0.0,0.0,1.0,6.82,5.58,6.2,6.2,0.0,
131,2021-07-23,601778.XSHG,5.69,5.69,5.69,5.69,0.0,0.0,1.0,6.26,5.12,5.69,5.69,0.0,
132,2021-07-23,603939.XSHG,50.1,50.1,50.1,50.1,0.0,0.0,1.0,55.11,45.09,50.1,50.1,0.0,
133,2021-07-23,002808.XSHE,7.65,7.65,7.65,7.65,0.0,0.0,1.0,8.42,6.89,7.65,7.65,0.0,
134,2021-07-23,300521.XSHE,16.3,16.3,16.3,16.3,0.0,0.0,1.0,17.93,14.67,16.3,16.3,0.0,
135,2021-07-23,000541.XSHE,6.17,6.17,6.17,6.17,0.0,0.0,1.0,6.79,5.55,6.17,6.17,0.0,
136,2021-07-23,603387.XSHG,21.21,21.21,21.21,21.21,0.0,0.0,1.0,23.33,19.09,21.21,21.21,0.0,
137,2021-07-23,002890.XSHE,15.46,15.46,15.46,15.46,0.0,0.0,1.0,17.01,13.91,15.46,15.46,0.0,
138,2021-07-23,000061.XSHE,5.47,5.47,5.47,5.47,0.0,0.0,1.0,6.02,4.92,5.47,5.47,0.0,
139,2021-07-23,600549.XSHG,31.2,31.2,31.2,31.2,0.0,0.0,1.0,34.32,28.08,31.2,31.2,0.0,
140,2021-07-23,600288.XSHG,10.94,10.94,10.94,10.94,0.0,0.0,1.0,12.03,9.85,10.94,10.94,0.0,
141,2021-07-23,002306.XSHE,2.85,2.85,2.85,2.85,0.0,0.0,1.0,3.14,2.56,2.85,2.85,0.0,
142,2021-07-23,300805.XSHE,13.38,13.38,13.38,13.38,0.0,0.0,1.0,14.72,12.04,13.38,13.38,0.0,
143,2021-07-23,300021.XSHE,5.54,5.54,5.54,5.54,0.0,0.0,1.0,6.09,4.99,5.54,5.54,0.0,
144,2021-07-23,000155.XSHE,21.02,21.02,21.02,21.02,0.0,0.0,1.0,23.12,18.92,21.02,21.02,0.0,
145,2021-07-23,002855.XSHE,9.06,9.06,9.06,9.06,0.0,0.0,1.0,9.97,8.15,9.06,9.06,0.0,
146,2021-07-23,600864.XSHG,5.94,5.94,5.94,5.94,0.0,0.0,1.0,6.53,5.35,5.94,5.94,0.0,
147,2021-07-23,002168.XSHE,4.39,4.39,4.39,4.39,0.0,0.0,1.0,4.83,3.95,4.39,4.39,0.0,
148,2021-07-23,002823.XSHE,11.73,11.73,11.73,11.73,0.0,0.0,1.0,12.9,10.56,11.73,11.73,0.0,
149,2021-07-23,002583.XSHE,4.72,4.72,4.72,4.72,0.0,0.0,1.0,5.19,4.25,4.72,4.72,0.0,
150,2021-07-23,003035.XSHE,9.49,9.49,9.49,9.49,0.0,0.0,1.0,10.44,8.54,9.49,9.49,0.0,
151,2021-07-23,688015.XSHG,32.39,32.39,32.39,32.39,0.0,0.0,1.0,38.87,25.91,32.39,32.39,0.0,
152,2021-07-23,002352.XSHE,62.03,62.03,62.03,62.03,0.0,0.0,1.0,68.23,55.83,62.03,62.03,0.0,
153,2021-07-23,603069.XSHG,19.0,19.0,19.0,19.0,0.0,0.0,1.0,20.9,17.1,19.0,19.0,0.0,
154,2021-07-23,600573.XSHG,10.05,10.05,10.05,10.05,0.0,0.0,1.0,11.06,9.05,10.05,10.05,0.0,
155,2021-07-23,000677.XSHE,3.01,3.01,3.01,3.01,0.0,0.0,1.0,3.31,2.71,3.01,3.01,0.0,
156,2021-07-23,300267.XSHE,3.88,3.88,3.88,3.88,0.0,0.0,1.0,4.27,3.49,3.88,3.88,0.0,
157,2021-07-23,002856.XSHE,10.86,10.86,10.86,10.86,0.0,0.0,1.0,11.95,9.77,10.86,10.86,0.0,
158,2021-07-23,301028.XSHE,13.56,13.56,13.56,13.56,0.0,0.0,1.0,14.92,12.2,13.56,13.56,0.0,
159,2021-07-23,600671.XSHG,9.39,9.39,9.39,9.39,0.0,0.0,1.0,9.86,8.92,9.39,9.39,0.0,
160,2021-07-23,300990.XSHE,74.4,74.4,74.4,74.4,0.0,0.0,1.0,81.84,66.96,74.4,74.4,0.0,
161,2021-07-23,600531.XSHG,5.62,5.62,5.62,5.62,0.0,0.0,1.0,6.18,5.06,5.62,5.62,0.0,
162,2021-07-23,600198.XSHG,7.9,7.9,7.9,7.9,0.0,0.0,1.0,8.29,7.5,7.9,7.9,0.0,
163,2021-07-23,300939.XSHE,55.51,55.51,55.51,55.51,0.0,0.0,1.0,61.06,49.96,55.51,55.51,0.0,
164,2021-07-23,300251.XSHE,9.97,9.97,9.97,9.97,0.0,0.0,1.0,10.97,8.97,9.97,9.97,0.0,
165,2021-07-23,300693.XSHE,23.69,23.69,23.69,23.69,0.0,0.0,1.0,26.06,21.32,23.69,23.69,0.0,
166,2021-07-23,605066.XSHG,13.15,13.15,13.15,13.15,0.0,0.0,1.0,14.47,11.84,13.15,13.15,0.0,
167,2021-07-23,600700.XSHG,,,,,,,,,,,,,
168,2021-07-23,600125.XSHG,4.76,4.76,4.76,4.76,0.0,0.0,1.0,5.24,4.28,4.76,4.76,0.0,
169,2021-07-23,000423.XSHE,34.18,34.18,34.18,34.18,0.0,0.0,1.0,37.6,30.76,34.18,34.18,0.0,
170,2021-07-23,002303.XSHE,3.39,3.39,3.39,3.39,0.0,0.0,1.0,3.73,3.05,3.39,3.39,0.0,
171,2021-07-23,600300.XSHG,3.93,3.93,3.93,3.93,0.0,0.0,1.0,4.13,3.73,3.93,3.93,0.0,
172,2021-07-23,002498.XSHE,3.5,3.5,3.5,3.5,0.0,0.0,1.0,3.85,3.15,3.5,3.5,0.0,
173,2021-07-23,300029.XSHE,6.18,6.18,6.18,6.18,0.0,0.0,1.0,6.49,5.87,6.18,6.18,0.0,
174,2021-07-23,601686.XSHG,11.13,11.13,11.13,11.13,0.0,0.0,1.0,12.24,10.02,11.13,11.13,0.0,
175,2021-07-23,605388.XSHG,19.36,19.36,19.36,19.36,0.0,0.0,1.0,21.3,17.42,19.36,19.36,0.0,
176,2021-07-23,002722.XSHE,12.17,12.17,12.17,12.17,0.0,0.0,1.0,13.39,10.95,12.17,12.17,0.0,
177,2021-07-23,603303.XSHG,16.64,16.64,16.64,16.64,0.0,0.0,1.0,18.3,14.98,16.64,16.64,0.0,
178,2021-07-23,601609.XSHG,9.05,9.05,9.05,9.05,0.0,0.0,1.0,9.96,8.15,9.05,9.05,0.0,
179,2021-07-23,603133.XSHG,11.51,11.51,11.51,11.51,0.0,0.0,1.0,12.66,10.36,11.51,11.51,0.0,
180,2021-07-23,688191.XSHG,19.43,19.43,19.43,19.43,0.0,0.0,1.0,23.32,15.54,19.43,19.43,0.0,
181,2021-07-23,688579.XSHG,12.56,12.56,12.56,12.56,0.0,0.0,1.0,15.07,10.05,12.56,12.56,0.0,
182,2021-07-23,002760.XSHE,40.64,40.64,40.64,40.64,0.0,0.0,1.0,44.7,36.58,40.64,40.64,0.0,
183,2021-07-23,002323.XSHE,3.45,3.45,3.45,3.45,0.0,0.0,1.0,3.62,3.28,3.45,3.45,0.0,
184,2021-07-23,600113.XSHG,5.92,5.92,5.92,5.92,0.0,0.0,1.0,6.51,5.33,5.92,5.92,0.0,
185,2021-07-23,600973.XSHG,4.05,4.05,4.05,4.05,0.0,0.0,1.0,4.46,3.65,4.05,4.05,0.0,
186,2021-07-23,002613.XSHE,3.69,3.69,3.69,3.69,0.0,0.0,1.0,4.06,3.32,3.69,3.69,0.0,
187,2021-07-23,600828.XSHG,3.57,3.57,3.57,3.57,0.0,0.0,1.0,3.93,3.21,3.57,3.57,0.0,
188,2021-07-23,002276.XSHE,7.64,7.64,7.64,7.64,0.0,0.0,1.0,8.4,6.88,7.64,7.64,0.0,
189,2021-07-23,002707.XSHE,5.37,5.37,5.37,5.37,0.0,0.0,1.0,5.91,4.83,5.37,5.37,0.0,
190,2021-07-23,002948.XSHE,4.91,4.91,4.91,4.91,0.0,0.0,1.0,5.4,4.42,4.91,4.91,0.0,
191,2021-07-23,300229.XSHE,11.16,11.16,11.16,11.16,0.0,0.0,1.0,12.28,10.04,11.16,11.16,0.0,
192,2021-07-23,002779.XSHE,11.27,11.27,11.27,11.27,0.0,0.0,1.0,12.4,10.14,11.27,11.27,0.0,
193,2021-07-23,003039.XSHE,36.78,36.78,36.78,36.78,0.0,0.0,1.0,40.46,33.1,36.78,36.78,0.0,
194,2021-07-23,002332.XSHE,12.1,12.1,12.1,12.1,0.0,0.0,1.0,13.31,10.89,12.1,12.1,0.0,
195,2021-07-23,603619.XSHG,8.95,8.95,8.95,8.95,0.0,0.0,1.0,9.85,8.05,8.95,8.95,0.0,
196,2021-07-23,002699.XSHE,4.45,4.45,4.45,4.45,0.0,0.0,1.0,4.9,4.0,4.45,4.45,0.0,
197,2021-07-23,600208.XSHG,2.98,2.98,2.98,2.98,0.0,0.0,1.0,3.28,2.68,2.98,2.98,0.0,
198,2021-07-23,300051.XSHE,3.45,3.45,3.45,3.45,0.0,0.0,1.0,3.62,3.28,3.45,3.45,0.0,
199,2021-07-23,600521.XSHG,22.92,22.92,22.92,22.92,0.0,0.0,1.0,25.21,20.63,22.92,22.92,0.0,
200,2021-07-23,002575.XSHE,5.05,5.05,5.05,5.05,0.0,0.0,1.0,5.3,4.8,5.05,5.05,0.0,
201,2021-07-23,603816.XSHG,70.1,70.1,70.1,70.1,0.0,0.0,1.0,77.11,63.09,70.1,70.1,0.0,
202,2021-07-23,605305.XSHG,52.14,52.14,52.14,52.14,0.0,0.0,1.0,57.35,46.93,52.14,52.14,0.0,
203,2021-07-23,000667.XSHE,1.62,1.62,1.62,1.62,0.0,0.0,1.0,1.78,1.46,1.62,1.62,0.0,
204,2021-07-23,600386.XSHG,3.42,3.42,3.42,3.42,0.0,0.0,1.0,3.76,3.08,3.42,3.42,0.0,
205,2021-07-23,002597.XSHE,33.19,33.19,33.19,33.19,0.0,0.0,1.0,36.51,29.87,33.19,33.19,0.0,
206,2021-07-23,605288.XSHG,67.69,67.69,67.69,67.69,0.0,0.0,1.0,74.46,60.92,67.69,67.69,0.0,
207,2021-07-23,300324.XSHE,4.23,4.23,4.23,4.23,0.0,0.0,1.0,4.65,3.81,4.23,4.23,0.0,
208,2021-07-23,601339.XSHG,6.05,6.05,6.05,6.05,0.0,0.0,1.0,6.66,5.45,6.05,6.05,0.0,
209,2021-07-23,003020.XSHE,48.07,48.07,48.07,48.07,0.0,0.0,1.0,52.88,43.26,48.07,48.07,0.0,
210,2021-07-23,601177.XSHG,8.23,8.23,8.23,8.23,0.0,0.0,1.0,9.05,7.41,8.23,8.23,0.0,
211,2021-07-23,300631.XSHE,55.8,55.8,55.8,55.8,0.0,0.0,1.0,61.38,50.22,55.8,55.8,0.0,
212,2021-07-23,300713.XSHE,20.04,20.04,20.04,20.04,0.0,0.0,1.0,22.04,18.04,20.04,20.04,0.0,
213,2021-07-23,002393.XSHE,20.22,20.22,20.22,20.22,0.0,0.0,1.0,22.24,18.2,20.22,20.22,0.0,
